	sentence	named_entity	rank
11	So along comes a proposal for a London Olympic bid and we all have to decide what we think: not about the Games so much as our capital city - our deepening culture of self-doubt.	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 32, ""end"": 38, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 106, ""end"": 111, ""cms"": null}]"	250
12	 The best bet was to keep it simple.	[]	250
13	Would London be a better or worse place to live after the Olympic circus had left town?	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 6, ""end"": 12, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 58, ""end"": 65, ""cms"": null}]"	250
14	The city's mayor, Ken Livingstone, was the most impressive performer at yesterday's official announcement.	"[{""text"": ""Ken Livingstone"", ""type"": ""PERSON"", ""start"": 18, ""end"": 33, ""cms"": null}, {""text"": ""yesterday"", ""type"": ""DATE"", ""start"": 72, ""end"": 81, ""cms"": null}]"	250
15	He preached the gospel of regeneration.	[]	250
16	"""Not since Queen Victoria was on the throne will a single decision have had such an effect on London,"" he said while assuring ratepayers that he would play to win."	"[{""text"": ""Victoria"", ""type"": ""PERSON"", ""start"": 17, ""end"": 25, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 94, ""end"": 100, ""cms"": null}]"	250
17	 It ought to be obvious that the crew on British sport's old ship of fools should be kept away from the delicate bidding process.	"[{""text"": ""British"", ""type"": ""NORP"", ""start"": 41, ""end"": 48, ""cms"": null}]"	250
18	This is not another free ride for the gin and tonic brigade.	[]	250
19	The best sporting administrators should be led to the fore and the worst told to spend more time at the allotment.	[]	250
20	Internationally, the 2006 World Cup bid showed the Football Association (and by implication the English) to be hopelessly misguided in their belief that votes could be won by parading Sir Bobby Charlton around the world.	"[{""text"": ""2006"", ""type"": ""DATE"", ""start"": 21, ""end"": 25, ""cms"": null}, {""text"": ""World Cup"", ""type"": ""EVENT"", ""start"": 26, ""end"": 35, ""cms"": null}, {""text"": ""the Football Association"", ""type"": ""ORG"", ""start"": 47, ""end"": 71, ""cms"": null}, {""text"": ""English"", ""type"": ""NORP"", ""start"": 96, ""end"": 103, ""cms"": null}, {""text"": ""Bobby Charlton"", ""type"": ""PERSON"", ""start"": 188, ""end"": 202, ""cms"": null}]"	250
21	 The more the FA rammed tradition down the world game's throat the more it gagged.	"[{""text"": ""FA"", ""type"": ""ORG"", ""start"": 14, ""end"": 16, ""cms"": null}]"	250
22	So the best foundation for London's Olympic campaign is not the old mother country rhetoric but humility: an acceptance that London needs the Games more than the Games need London.	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 27, ""end"": 33, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 36, ""end"": 43, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 125, ""end"": 131, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 142, ""end"": 147, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 162, ""end"": 167, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 173, ""end"": 179, ""cms"": null}]"	250
23	Bringing them to this country will leave an infrastructure legacy to compare with the advances made in Barcelona, Sydney and Athens.	"[{""text"": ""Barcelona"", ""type"": ""GPE"", ""start"": 103, ""end"": 112, ""cms"": null}, {""text"": ""Sydney"", ""type"": ""GPE"", ""start"": 114, ""end"": 120, ""cms"": null}, {""text"": ""Athens"", ""type"": ""GPE"", ""start"": 125, ""end"": 131, ""cms"": null}]"	250
24	 London is routinely referred to as one of the world's great cities, which it is.	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 1, ""end"": 7, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 36, ""end"": 39, ""cms"": null}]"	250
25	More accurately, though, it's a mosaic of small towns rammed together into a steaming, slow-moving metropolis of abundant creativity and energy but no real civic sense.	[]	250
26	By 2012, at both extremes of the District Line, Londoners may have discovered a new reason to regard each other as neighbours and participants in a single, consuming urban drama.	"[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 3, ""end"": 7, ""cms"": null}, {""text"": ""the District Line"", ""type"": ""FAC"", ""start"": 29, ""end"": 46, ""cms"": null}, {""text"": ""Londoners"", ""type"": ""NORP"", ""start"": 48, ""end"": 57, ""cms"": null}]"	250
27	They will pay for it, sure, but there may be a fresh light in London's eye, a better appreciation of what the city is capable of beyond the old imperatives of getting and spending.	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 62, ""end"": 68, ""cms"": null}]"	250
28	 The objections that were raised like street barricades by the antis have been crushed.	[]	250
29	The first was that it's immoral to spend £2.6 billion of public money on a three-week fiesta when the Government are still acquiescing in the sale of school playing fields and under-investing in physical education.	"[{""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 4, ""end"": 9, ""cms"": null}, {""text"": ""\u00a32.6 billion"", ""type"": ""MONEY"", ""start"": 41, ""end"": 53, ""cms"": null}, {""text"": ""three-week"", ""type"": ""DATE"", ""start"": 75, ""end"": 85, ""cms"": null}]"	250
30	That needed to be said.	[]	250
31	But this was never an either/or scenario.	[]	250
32	It's not as if those billions were piled high on a Westminster table and the Cabinet had to decide whether to spend them on athletic equipment in London comprehensives or splurge it all on one of the two biggest shows on earth (the other one being football's World Cup).  Another firm protestation was that we shouldn't need the Games to sort out our tube network, the East End and our dismal tradition of leaving health-improving sports to their own devices.	"[{""text"": ""billions"", ""type"": ""CARDINAL"", ""start"": 21, ""end"": 29, ""cms"": null}, {""text"": ""Westminster"", ""type"": ""ORG"", ""start"": 51, ""end"": 62, ""cms"": null}, {""text"": ""Cabinet"", ""type"": ""ORG"", ""start"": 77, ""end"": 84, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 146, ""end"": 152, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 189, ""end"": 192, ""cms"": null}, {""text"": ""two"", ""type"": ""CARDINAL"", ""start"": 200, ""end"": 203, ""cms"": null}, {""text"": ""World Cup"", ""type"": ""EVENT"", ""start"": 259, ""end"": 268, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 329, ""end"": 334, ""cms"": null}, {""text"": ""the East End"", ""type"": ""LOC"", ""start"": 365, ""end"": 377, ""cms"": null}]"	250
33	Who could argue against such moral logic?	[]	250
34	Never mind the A-Z.	[]	250
35	Some days in London you're doing well if you get from A to B.	"[{""text"": ""Some days"", ""type"": ""DATE"", ""start"": 0, ""end"": 9, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 13, ""end"": 19, ""cms"": null}]"	250
36	The hard truth, though, is that governments achieve change quicker when they have an imposed timetable or an excuse.	[]	250
37	There is no greater incentive for a politician than protecting his place in history.	[]	250
38	Perversely, the Tony Blair-Jacques Chirac rivalry is good news for the organisers of London's bid.	"[{""text"": ""Tony Blair"", ""type"": ""PERSON"", ""start"": 16, ""end"": 26, ""cms"": null}, {""text"": ""Jacques Chirac"", ""type"": ""PERSON"", ""start"": 27, ""end"": 41, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 85, ""end"": 91, ""cms"": null}]"	250
39	It keeps No 10's mind on the job.	[]	250
40	 The sporting argument is strong, but nothing persuades quite like the possibility that London will advance 40 years in 10, and achieve in seven years of frantic investment a better balance between East and West.	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 88, ""end"": 94, ""cms"": null}, {""text"": ""40 years"", ""type"": ""DATE"", ""start"": 108, ""end"": 116, ""cms"": null}, {""text"": ""10"", ""type"": ""CARDINAL"", ""start"": 120, ""end"": 122, ""cms"": null}, {""text"": ""seven years"", ""type"": ""DATE"", ""start"": 139, ""end"": 150, ""cms"": null}, {""text"": ""East"", ""type"": ""LOC"", ""start"": 198, ""end"": 202, ""cms"": null}, {""text"": ""West"", ""type"": ""LOC"", ""start"": 207, ""end"": 211, ""cms"": null}]"	250
41	Better trains, more venues and facilities - the long-term benefit of which must be universal access - moisture for the grass roots.	[]	250
42	One only has to step off the rattler at Manchester's Piccadilly station to appreciate the effect of last summer's Commonwealth Games.	"[{""text"": ""Manchester"", ""type"": ""GPE"", ""start"": 40, ""end"": 50, ""cms"": null}, {""text"": ""Piccadilly"", ""type"": ""FAC"", ""start"": 53, ""end"": 63, ""cms"": null}, {""text"": ""last summer's"", ""type"": ""DATE"", ""start"": 100, ""end"": 113, ""cms"": null}, {""text"": ""Commonwealth Games"", ""type"": ""EVENT"", ""start"": 114, ""end"": 132, ""cms"": null}]"	250
43	Aside from the new stadiums and the new look for Piccadilly Gardens, there is a noticeable increase in Manchester's confidence, its self-esteem.	"[{""text"": ""Piccadilly Gardens"", ""type"": ""FAC"", ""start"": 49, ""end"": 67, ""cms"": null}, {""text"": ""Manchester"", ""type"": ""GPE"", ""start"": 103, ""end"": 113, ""cms"": null}]"	250
44	 Ironically, it was Manchester which played the victim in Britain's last, and almost entirely shambolic, Olympic bid, almost a decade ago.	"[{""text"": ""Manchester"", ""type"": ""GPE"", ""start"": 20, ""end"": 30, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 58, ""end"": 65, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 105, ""end"": 112, ""cms"": null}, {""text"": ""almost a decade ago"", ""type"": ""DATE"", ""start"": 118, ""end"": 137, ""cms"": null}]"	250
45	Sydney blew them away.	"[{""text"": ""Sydney"", ""type"": ""GPE"", ""start"": 0, ""end"": 6, ""cms"": null}]"	250
46	But we've come a long way since a senior British Olympic administrator suggested an athletes' village could be built under canvas in Hyde Park - a kind of Glastonbury of wrestlers and javelin throwers.	"[{""text"": ""British"", ""type"": ""NORP"", ""start"": 41, ""end"": 48, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 49, ""end"": 56, ""cms"": null}, {""text"": ""Hyde Park"", ""type"": ""LOC"", ""start"": 133, ""end"": 142, ""cms"": null}, {""text"": ""Glastonbury"", ""type"": ""GPE"", ""start"": 155, ""end"": 166, ""cms"": null}]"	250
47	 We can throw all sorts of abstractions around: unity, strong leadership, vision.	[]	250
48	But what will really bring the Games to London is clever horse-trading among the 127 International Olympic Committee members whose votes will determine the venue for 2012.	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 31, ""end"": 36, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 40, ""end"": 46, ""cms"": null}, {""text"": ""127"", ""type"": ""CARDINAL"", ""start"": 81, ""end"": 84, ""cms"": null}, {""text"": ""International Olympic Committee"", ""type"": ""ORG"", ""start"": 85, ""end"": 116, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 166, ""end"": 170, ""cms"": null}]"	250
49	Rhetoric and grand plans for the East End will not by themselves turn heads.	"[{""text"": ""the East End"", ""type"": ""LOC"", ""start"": 29, ""end"": 41, ""cms"": null}]"	250
50	Sad this, but persuasion is the cold reality of the piano bar in the five-star hotel.	"[{""text"": ""five"", ""type"": ""CARDINAL"", ""start"": 69, ""end"": 73, ""cms"": null}]"	250
51	 	[]	250
52	Today, and for one day only, the architects of the bid can reflect on how far New Labour thinking has come since the House of Commons listlessly debated the British Olympic Association's proposal.	"[{""text"": ""Today"", ""type"": ""DATE"", ""start"": 0, ""end"": 5, ""cms"": null}, {""text"": ""one day"", ""type"": ""DATE"", ""start"": 15, ""end"": 22, ""cms"": null}, {""text"": ""New Labour"", ""type"": ""NORP"", ""start"": 78, ""end"": 88, ""cms"": null}, {""text"": ""the House of Commons"", ""type"": ""ORG"", ""start"": 113, ""end"": 133, ""cms"": null}, {""text"": ""the British Olympic Association's"", ""type"": ""ORG"", ""start"": 153, ""end"": 186, ""cms"": null}]"	250
53	Yesterday Tessa Jowell, Secretary of State at the Department for Culture, Media and Sport, went through an astonishing conversion.	"[{""text"": ""Yesterday"", ""type"": ""DATE"", ""start"": 0, ""end"": 9, ""cms"": null}, {""text"": ""Tessa Jowell"", ""type"": ""PERSON"", ""start"": 10, ""end"": 22, ""cms"": null}, {""text"": ""State"", ""type"": ""ORG"", ""start"": 37, ""end"": 42, ""cms"": null}, {""text"": ""the Department for Culture, Media and Sport"", ""type"": ""ORG"", ""start"": 46, ""end"": 89, ""cms"": null}]"	250
54	"She promised that the Games ""will put sport - from the school-yard to the medal podium - at the heart of government thinking."""	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 22, ""end"": 27, ""cms"": null}]"	250
55	We should hold her to that.	[]	250
56	With an 80,000 capacity stadium as its centrepiece and a promise not to include any white elephant developments, the London bid for the 2012 Olympics finally took shape yesterday.	"[{""text"": ""80,000"", ""type"": ""CARDINAL"", ""start"": 8, ""end"": 14, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 117, ""end"": 123, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 136, ""end"": 140, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 141, ""end"": 149, ""cms"": null}, {""text"": ""yesterday"", ""type"": ""DATE"", ""start"": 169, ""end"": 178, ""cms"": null}]"	236
57	 Plans unveiled by the bid team show how 14 of the 35 sports will be located in a 500-acre Olympic zone contained within 1,500 acres of the Lower Lea Valley.	"[{""text"": ""14"", ""type"": ""CARDINAL"", ""start"": 41, ""end"": 43, ""cms"": null}, {""text"": ""35"", ""type"": ""CARDINAL"", ""start"": 51, ""end"": 53, ""cms"": null}, {""text"": ""500-acre"", ""type"": ""QUANTITY"", ""start"": 82, ""end"": 90, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 91, ""end"": 98, ""cms"": null}, {""text"": ""1,500 acres"", ""type"": ""QUANTITY"", ""start"": 121, ""end"": 132, ""cms"": null}, {""text"": ""the Lower Lea Valley"", ""type"": ""LOC"", ""start"": 136, ""end"": 156, ""cms"": null}]"	236
58	 From Hackney Marshes in the north to the River Thames in the south, the regeneration of this part of London will mark the biggest urban park development seen in Europe for 200 years.	"[{""text"": ""Hackney Marshes"", ""type"": ""LOC"", ""start"": 6, ""end"": 21, ""cms"": null}, {""text"": ""the River Thames"", ""type"": ""LOC"", ""start"": 38, ""end"": 54, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 102, ""end"": 108, ""cms"": null}, {""text"": ""Europe"", ""type"": ""LOC"", ""start"": 162, ""end"": 168, ""cms"": null}, {""text"": ""200 years"", ""type"": ""DATE"", ""start"": 173, ""end"": 182, ""cms"": null}]"	236
59	 The Olympics will also mean that the redevelopment already planned for this part of London could take just eight years instead of 20.	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 5, ""end"": 13, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 85, ""end"": 91, ""cms"": null}, {""text"": ""eight years"", ""type"": ""DATE"", ""start"": 108, ""end"": 119, ""cms"": null}, {""text"": ""20"", ""type"": ""DATE"", ""start"": 131, ""end"": 133, ""cms"": null}]"	236
60	 The bid may have been slow to start but six months' work has gone into a plan of the Olympic park and sporting venues that will be presented to East End communities at a series of public meetings over the next two weeks.	"[{""text"": ""six months'"", ""type"": ""DATE"", ""start"": 41, ""end"": 52, ""cms"": null}, {""text"": ""East End"", ""type"": ""LOC"", ""start"": 145, ""end"": 153, ""cms"": null}, {""text"": ""the next two weeks"", ""type"": ""DATE"", ""start"": 202, ""end"": 220, ""cms"": null}]"	236
61	 On the face of it, the 2012 team have come up with something none of the other bidding cities can match: a compact Olympic site offering half of the athletes taking part only a 15-minute journey to their events.	"[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 24, ""end"": 28, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 116, ""end"": 123, ""cms"": null}, {""text"": ""half"", ""type"": ""CARDINAL"", ""start"": 138, ""end"": 142, ""cms"": null}, {""text"": ""15-minute"", ""type"": ""TIME"", ""start"": 178, ""end"": 187, ""cms"": null}]"	236
62	" Keith Mills, the chief executive of London 2012, said: ""The plan shows our preferred options for the Olympic bid but with the public consultation process starting this week, nothing is set in stone.""  The Olympic zone, lying between the boroughs of Hackney, Waltham Forest, Tower Hamlets and Newham, contains the BMX cycling courses and velodrome, indoor arenas for basketball, volleyball and handball, the aquatic centre for swimming and diving and the Olympic stadium itself."	"[{""text"": ""Keith Mills"", ""type"": ""PERSON"", ""start"": 1, ""end"": 12, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 37, ""end"": 43, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 44, ""end"": 48, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 102, ""end"": 109, ""cms"": null}, {""text"": ""this week"", ""type"": ""DATE"", ""start"": 164, ""end"": 173, ""cms"": null}, {""text"": ""Hackney"", ""type"": ""GPE"", ""start"": 250, ""end"": 257, ""cms"": null}, {""text"": ""Waltham Forest"", ""type"": ""GPE"", ""start"": 259, ""end"": 273, ""cms"": null}, {""text"": ""Tower Hamlets"", ""type"": ""GPE"", ""start"": 275, ""end"": 288, ""cms"": null}, {""text"": ""Newham"", ""type"": ""GPE"", ""start"": 293, ""end"": 299, ""cms"": null}]"	236
63	 There will be an all-weather tennis centre and hockey pitches and, within walking distance, an athletes' village of 5,000 houses with 17,000 beds, together with the media and broadcast centres.	"[{""text"": ""5,000"", ""type"": ""CARDINAL"", ""start"": 117, ""end"": 122, ""cms"": null}, {""text"": ""17,000"", ""type"": ""CARDINAL"", ""start"": 135, ""end"": 141, ""cms"": null}]"	236
64	 The redevelopment of one of London's most neglected areas will also involve the reclaiming of the River Lea and a co-ordinated network of roads to offer a picturesque and practical route through the Olympic venues.	"[{""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 22, ""end"": 25, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 29, ""end"": 35, ""cms"": null}, {""text"": ""the River Lea"", ""type"": ""LOC"", ""start"": 95, ""end"": 108, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 200, ""end"": 207, ""cms"": null}]"	236
65	 Running through the middle of the Olympic zone will be a public plaza.	[]	236
66	 The London Development Agency, who are providing £15 million for the bid and underwriting the Games by up to £250 million, claim they will have acquired more than 50 per cent of the land by the time the capital's detailed bid plans are submitted to the International Olympic Committee in November 2004.	"[{""text"": ""The London Development Agency"", ""type"": ""ORG"", ""start"": 1, ""end"": 30, ""cms"": null}, {""text"": ""\u00a315 million"", ""type"": ""MONEY"", ""start"": 50, ""end"": 61, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 95, ""end"": 100, ""cms"": null}, {""text"": ""up to \u00a3250 million"", ""type"": ""MONEY"", ""start"": 104, ""end"": 122, ""cms"": null}, {""text"": ""more than 50 per cent"", ""type"": ""PERCENT"", ""start"": 154, ""end"": 175, ""cms"": null}, {""text"": ""the International Olympic Committee"", ""type"": ""ORG"", ""start"": 250, ""end"": 285, ""cms"": null}, {""text"": ""November 2004"", ""type"": ""DATE"", ""start"": 289, ""end"": 302, ""cms"": null}]"	236
67	 	[]	236
68	Even London's biggest bugbear, transport, appears to have been solved.	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 5, ""end"": 11, ""cms"": null}]"	236
69	The new international rail station at Stratford will be the principal hub while the main A12 and A13 roads will offer fast lanes into the centre of London.	"[{""text"": ""Stratford"", ""type"": ""GPE"", ""start"": 38, ""end"": 47, ""cms"": null}, {""text"": ""A12"", ""type"": ""FAC"", ""start"": 89, ""end"": 92, ""cms"": null}, {""text"": ""A13"", ""type"": ""FAC"", ""start"": 97, ""end"": 100, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 148, ""end"": 154, ""cms"": null}]"	236
70	 Mindful of the IOC's growing obsession with the Olympic legacy, however, the London 2012 team have concentrated on what will be left once the Games have left town.	"[{""text"": ""IOC"", ""type"": ""ORG"", ""start"": 16, ""end"": 19, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 49, ""end"": 56, ""cms"": null}, {""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 78, ""end"": 89, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 143, ""end"": 148, ""cms"": null}]"	236
71	 	[]	236
72	"""We're committed to a legacy that will ensure that no venues are built without a clear plan for their post-Games use,"" said Mills."	"[{""text"": ""Mills"", ""type"": ""PERSON"", ""start"": 124, ""end"": 129, ""cms"": null}]"	236
73	"""There will be no white elephants at the London Games."	"[{""text"": ""the London Games"", ""type"": ""EVENT"", ""start"": 37, ""end"": 53, ""cms"": null}]"	236
74	"We'll build what we need and no more.""  The cycling facilities, aquatic centre and buildings used for the media centres will stay and the athletes' village will provide the housing stock so prized by Ken Livingstone and the Greater London Authority.  The major concern about the legacy left by the Games, however, will come with the stadium which will be, according to the plan, in Marshgate Lane.  Future plans for an almost new stadium with one careful owner remain unclear but those London football clubs looking for new homes provide several likely options.  ""We are determined to show the IOC that we won't be left with something like the Homebush Stadium in Sydney,"" Mills said."	"[{""text"": ""Ken Livingstone"", ""type"": ""PERSON"", ""start"": 200, ""end"": 215, ""cms"": null}, {""text"": ""the Greater London Authority"", ""type"": ""ORG"", ""start"": 220, ""end"": 248, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 298, ""end"": 303, ""cms"": null}, {""text"": ""Marshgate Lane"", ""type"": ""FAC"", ""start"": 382, ""end"": 396, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 443, ""end"": 446, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 486, ""end"": 492, ""cms"": null}, {""text"": ""IOC"", ""type"": ""ORG"", ""start"": 594, ""end"": 597, ""cms"": null}, {""text"": ""the Homebush Stadium"", ""type"": ""FAC"", ""start"": 640, ""end"": 660, ""cms"": null}, {""text"": ""Sydney"", ""type"": ""GPE"", ""start"": 664, ""end"": 670, ""cms"": null}, {""text"": ""Mills"", ""type"": ""PERSON"", ""start"": 673, ""end"": 678, ""cms"": null}]"	236
75	 	[]	236
76	"""There are various options on the table, including providing a new home for a London football club."	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 78, ""end"": 84, ""cms"": null}]"	236
77	"But whatever is built there has to be economically viable and something the local community will sustain and support.""  The IOC will announce their choice of the host city for the 2012 Olympics in July 2005."	"[{""text"": ""IOC"", ""type"": ""ORG"", ""start"": 124, ""end"": 127, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 180, ""end"": 184, ""cms"": null}, {""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 185, ""end"": 193, ""cms"": null}, {""text"": ""July 2005"", ""type"": ""DATE"", ""start"": 197, ""end"": 206, ""cms"": null}]"	236
78	If the Olympic evaluation commission were looking for the best examples of passion on their visit to London's venues yesterday, they came from an American and a Scotsman.	"[{""text"": ""the Olympic evaluation commission"", ""type"": ""ORG"", ""start"": 3, ""end"": 36, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 101, ""end"": 107, ""cms"": null}, {""text"": ""yesterday"", ""type"": ""DATE"", ""start"": 117, ""end"": 126, ""cms"": null}, {""text"": ""American"", ""type"": ""NORP"", ""start"": 146, ""end"": 154, ""cms"": null}, {""text"": ""Scotsman"", ""type"": ""NORP"", ""start"": 161, ""end"": 169, ""cms"": null}]"	228
79	 	[]	228
80	Tim Leiweke, the president and chief executive of the United States-based Anschutz Entertainment Group, impressed upon them how the Dome, once Britain's finest white elephant, was about to burst into life again with a 26,000-seat arena able to stage basketball and gymnastics.	"[{""text"": ""Tim Leiweke"", ""type"": ""PERSON"", ""start"": 0, ""end"": 11, ""cms"": null}, {""text"": ""United States"", ""type"": ""GPE"", ""start"": 54, ""end"": 67, ""cms"": null}, {""text"": ""Anschutz Entertainment Group"", ""type"": ""ORG"", ""start"": 74, ""end"": 102, ""cms"": null}, {""text"": ""Dome"", ""type"": ""FAC"", ""start"": 132, ""end"": 136, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 143, ""end"": 150, ""cms"": null}, {""text"": ""26,000"", ""type"": ""CARDINAL"", ""start"": 218, ""end"": 224, ""cms"": null}]"	228
81	"Leiweke, whose company were spending some £166 million on reinvigorating one of the capital's wasted wonders, said: ""We are a US company helping London win the bid."	"[{""text"": ""Leiweke"", ""type"": ""ORG"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""some \u00a3166 million"", ""type"": ""MONEY"", ""start"": 37, ""end"": 54, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 73, ""end"": 76, ""cms"": null}, {""text"": ""US"", ""type"": ""GPE"", ""start"": 126, ""end"": 128, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 145, ""end"": 151, ""cms"": null}]"	228
82	"That is very significant."""	[]	228
83	 Sir Robin Wales, the mayor of Newham, explained how aspiration and the legacy of a London Olympics were firing up the good folk of Stratford as the bulldozers laid waste their corner of East London.	"[{""text"": ""Robin Wales"", ""type"": ""PERSON"", ""start"": 5, ""end"": 16, ""cms"": null}, {""text"": ""Newham"", ""type"": ""GPE"", ""start"": 31, ""end"": 37, ""cms"": null}, {""text"": ""a London Olympics"", ""type"": ""EVENT"", ""start"": 82, ""end"": 99, ""cms"": null}, {""text"": ""Stratford"", ""type"": ""GPE"", ""start"": 132, ""end"": 141, ""cms"": null}, {""text"": ""East London"", ""type"": ""GPE"", ""start"": 187, ""end"": 198, ""cms"": null}]"	228
