	sentence	named_entity	rank
2609	"

He was not depicted as a turnip, or a wally, and a flick round the radio dial would have located no phone-in discussions of his tactics, team selections or choice of training camp."	[]	271
2610	"

Yet Lee is the coach of Great Britain's hockey team."	"[{""text"": ""Lee"", ""type"": ""PERSON"", ""start"": 6, ""end"": 9, ""cms"": null}, {""text"": ""Great Britain's"", ""type"": ""GPE"", ""start"": 26, ""end"": 41, ""cms"": null}]"	271
2611	And at the Champions Trophy tournament in New Zealand, his players have contrived to lose 4-1 to Australia, 8-1 to Spain and have been beaten by Germany, twice.	"[{""text"": ""Champions Trophy"", ""type"": ""EVENT"", ""start"": 11, ""end"": 27, ""cms"": null}, {""text"": ""New Zealand"", ""type"": ""GPE"", ""start"": 42, ""end"": 53, ""cms"": null}, {""text"": ""4"", ""type"": ""CARDINAL"", ""start"": 90, ""end"": 91, ""cms"": null}, {""text"": ""Australia"", ""type"": ""GPE"", ""start"": 97, ""end"": 106, ""cms"": null}, {""text"": ""8"", ""type"": ""CARDINAL"", ""start"": 108, ""end"": 109, ""cms"": null}, {""text"": ""Spain"", ""type"": ""GPE"", ""start"": 115, ""end"": 120, ""cms"": null}, {""text"": ""Germany"", ""type"": ""GPE"", ""start"": 145, ""end"": 152, ""cms"": null}]"	271
2612	And this with the Olympics next year.	"[{""text"": ""Olympics"", ""type"": ""EVENT"", ""start"": 18, ""end"": 26, ""cms"": null}, {""text"": ""next year"", ""type"": ""DATE"", ""start"": 27, ""end"": 36, ""cms"": null}]"	271
2613	"

'The result spoke volumes about Britain's resolve,' stated one report after England's first defeat by the Germans."	"[{""text"": ""Britain"", ""type"": ""GPE"", ""start"": 34, ""end"": 41, ""cms"": null}, {""text"": ""one"", ""type"": ""CARDINAL"", ""start"": 61, ""end"": 64, ""cms"": null}, {""text"": ""England"", ""type"": ""GPE"", ""start"": 78, ""end"": 85, ""cms"": null}, {""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 88, ""end"": 93, ""cms"": null}, {""text"": ""Germans"", ""type"": ""NORP"", ""start"": 108, ""end"": 115, ""cms"": null}]"	271
2614	Not that we're easily pleased.	[]	271
2615	"

So the next time a figure from a major sport is up at some specious awards ceremony, to mass grumbling that ironman triathletes, taekwondo champions and open water swimmers are going unrecognised, just remember the difference external pressure makes."	[]	271
2616	"

England's hockey players will return from New Zealand this week to continue lives of pleasant anonymity, without public recrimination or condemnation."	"[{""text"": ""England"", ""type"": ""GPE"", ""start"": 2, ""end"": 9, ""cms"": null}, {""text"": ""New Zealand"", ""type"": ""GPE"", ""start"": 44, ""end"": 55, ""cms"": null}, {""text"": ""this week"", ""type"": ""DATE"", ""start"": 56, ""end"": 65, ""cms"": null}]"	271
2617	"

Dented pride aside, they will go about their business unchallenged, walk down the street without meeting a negative word or action."	[]	271
2618	"

With the same results, the footballers would be in hiding."	[]	271
2619	The life may be good, the money is great, but there is a reason those big mock Tudor houses are surrounded by even bigger fences.	"[{""text"": ""Tudor"", ""type"": ""NORP"", ""start"": 79, ""end"": 84, ""cms"": null}]"	271
2620	It's just in case England lose to Spain - and it wouldn't have to be an 8-1 scoreline, either.	"[{""text"": ""England"", ""type"": ""GPE"", ""start"": 18, ""end"": 25, ""cms"": null}, {""text"": ""Spain"", ""type"": ""GPE"", ""start"": 34, ""end"": 39, ""cms"": null}, {""text"": ""8"", ""type"": ""CARDINAL"", ""start"": 72, ""end"": 73, ""cms"": null}]"	271
2621	"

Why increase the tension?"	[]	271
2622	"

"	[]	271
2623	Avoiding the Republic of Ireland in the European Championship finals draw means England are now free to arrange an anticipated warm-up match in Dublin.	"[{""text"": ""the Republic of Ireland"", ""type"": ""GPE"", ""start"": 9, ""end"": 32, ""cms"": null}, {""text"": ""European Championship"", ""type"": ""EVENT"", ""start"": 40, ""end"": 61, ""cms"": null}, {""text"": ""England"", ""type"": ""GPE"", ""start"": 80, ""end"": 87, ""cms"": null}, {""text"": ""Dublin"", ""type"": ""GPE"", ""start"": 144, ""end"": 150, ""cms"": null}]"	271
2624	"

Yet who in their right mind would do that?"	[]	271
2625	While the phrase 'No surrender' is still inserted into the national anthem by a section of England's support - and it is - Dublin should be considered off limits.	"[{""text"": ""England"", ""type"": ""GPE"", ""start"": 91, ""end"": 98, ""cms"": null}, {""text"": ""Dublin"", ""type"": ""GPE"", ""start"": 123, ""end"": 129, ""cms"": null}]"	271
2626	"

There are plenty of places Fabio Capello's team can travel without tension."	"[{""text"": ""Fabio Capello's"", ""type"": ""PERSON"", ""start"": 29, ""end"": 44, ""cms"": null}]"	271
2627	In Ireland it comes with the territory.	"[{""text"": ""Ireland"", ""type"": ""GPE"", ""start"": 3, ""end"": 10, ""cms"": null}]"	271
2628	"

The last match there, in 1995, had to be abandoned due to the behaviour of England's fans and nobody can guarantee a return 17 years later will be different."	"[{""text"": ""1995"", ""type"": ""DATE"", ""start"": 27, ""end"": 31, ""cms"": null}, {""text"": ""England"", ""type"": ""GPE"", ""start"": 77, ""end"": 84, ""cms"": null}, {""text"": ""17 years later"", ""type"": ""DATE"", ""start"": 126, ""end"": 140, ""cms"": null}]"	271
2629	The players do not need this distraction while preparing for a major tournament.	[]	271
2630	"

Whatever the incentives, it is a foolish risk."	[]	271
2631	If the names come out of the hat in a qualifying draw and England have to play, that is different; but why invite unnecessary trouble?	"[{""text"": ""England"", ""type"": ""GPE"", ""start"": 58, ""end"": 65, ""cms"": null}]"	271
2632	"

Last time out: England fans throw missiles onto Lansdowne Road pitch

"	"[{""text"": ""England"", ""type"": ""GPE"", ""start"": 17, ""end"": 24, ""cms"": null}, {""text"": ""Lansdowne Road"", ""type"": ""FAC"", ""start"": 50, ""end"": 64, ""cms"": null}]"	271
2633	"Ashton has to learn

"	"[{""text"": ""Ashton"", ""type"": ""PERSON"", ""start"": 0, ""end"": 6, ""cms"": null}]"	271
2634	Chris Ashton should use his month out of rugby to do some serious thinking.	"[{""text"": ""Chris Ashton"", ""type"": ""PERSON"", ""start"": 0, ""end"": 12, ""cms"": null}, {""text"": ""his month"", ""type"": ""DATE"", ""start"": 24, ""end"": 33, ""cms"": null}]"	271
2635	When he broke into the England team, his exciting play, flamboyant style and daffy personality drew comparisons with the young Paul Gascoigne.	"[{""text"": ""England"", ""type"": ""GPE"", ""start"": 23, ""end"": 30, ""cms"": null}, {""text"": ""Paul Gascoigne"", ""type"": ""PERSON"", ""start"": 127, ""end"": 141, ""cms"": null}]"	271
2636	They were intended as a compliment.	[]	271
2637	"

The likeness remains, but it is no longer a positive."	[]	271
2638	Like Gascoigne, Ashton has developed a propensity for trouble; he is on the fringes of every row, every scandal, each indignity to befall his sport.	"[{""text"": ""Gascoigne"", ""type"": ""PERSON"", ""start"": 5, ""end"": 14, ""cms"": null}, {""text"": ""Ashton"", ""type"": ""PERSON"", ""start"": 16, ""end"": 22, ""cms"": null}]"	271
2639	"

He is being advised to cash in on his fame fast, while blaming every setback on his celebrity status and the media spotlight it brings."	[]	271
2640	This is a good moment to take stock.	[]	271
2641	"

There is a decent bloke who is not being represented, a fine rugby player and a man who can lift his sport, if he channels his energy in the right way."	[]	271
2642	"

Gascoigne was the same."	"[{""text"": ""Gascoigne"", ""type"": ""FAC"", ""start"": 2, ""end"": 11, ""cms"": null}]"	271
2643	He chose a different path; it is not too late for Ashton to learn from his mistakes.	"[{""text"": ""Ashton"", ""type"": ""PERSON"", ""start"": 50, ""end"": 56, ""cms"": null}]"	271
2644	"

Channel his energies: Chris Ashton

Equal billing

"	"[{""text"": ""Chris Ashton"", ""type"": ""PERSON"", ""start"": 24, ""end"": 36, ""cms"": null}]"	271
2645	With uncanny timing, the BBC has delivered a shortlist for Young Sports Personality of the Year that is entirely female, neatly countering the roll of honour for Sports Personality of the Year that was completely male.	"[{""text"": ""BBC"", ""type"": ""ORG"", ""start"": 25, ""end"": 28, ""cms"": null}]"	271
2646	"

Now Lucy Garner, the world junior road race cycling champion, Paralympic swimmer Eleanor Simmonds, who won four medals at the European Championships, and Lauren Taylor, youngest winner of golf's Ladies' British Amateur Championship at 17, will never know if it was their ability that earned the prize, or the ham-fisted management of a media storm."	"[{""text"": ""Lucy Garner"", ""type"": ""PERSON"", ""start"": 6, ""end"": 17, ""cms"": null}, {""text"": ""Paralympic"", ""type"": ""NORP"", ""start"": 64, ""end"": 74, ""cms"": null}, {""text"": ""Eleanor Simmonds"", ""type"": ""PERSON"", ""start"": 83, ""end"": 99, ""cms"": null}, {""text"": ""four"", ""type"": ""CARDINAL"", ""start"": 109, ""end"": 113, ""cms"": null}, {""text"": ""the European Championships"", ""type"": ""EVENT"", ""start"": 124, ""end"": 150, ""cms"": null}, {""text"": ""Lauren Taylor"", ""type"": ""PERSON"", ""start"": 156, ""end"": 169, ""cms"": null}, {""text"": ""Ladies' British Amateur Championship"", ""type"": ""ORG"", ""start"": 197, ""end"": 233, ""cms"": null}, {""text"": ""17"", ""type"": ""DATE"", ""start"": 237, ""end"": 239, ""cms"": null}]"	271
2647	So nobody wins.	[]	271
2648	"

More Plastic Brits

"	[]	271
2649	There will be 25 wrestling mats in use during the London Olympics, and when the competition is over, all will be returned to the manufacturers in France.	"[{""text"": ""25"", ""type"": ""CARDINAL"", ""start"": 14, ""end"": 16, ""cms"": null}, {""text"": ""the London Olympics"", ""type"": ""EVENT"", ""start"": 46, ""end"": 65, ""cms"": null}, {""text"": ""France"", ""type"": ""GPE"", ""start"": 146, ""end"": 152, ""cms"": null}]"	271
2650	"

"	[]	271
2651	As pointed out by Raphael Martinetti, president of wrestling's governing body, Fila, when he arrived in the capital for a test event this week, the Olympic legacy in the sport will be close to non-existent.	"[{""text"": ""Raphael Martinetti"", ""type"": ""PERSON"", ""start"": 18, ""end"": 36, ""cms"": null}, {""text"": ""Fila"", ""type"": ""ORG"", ""start"": 79, ""end"": 83, ""cms"": null}, {""text"": ""this week"", ""type"": ""DATE"", ""start"": 133, ""end"": 142, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 148, ""end"": 155, ""cms"": null}]"	271
2652	"

That is because, as noted here, the home team is stuffed full of Plastic Brits, mostly Ukrainians plus the odd Bulgarian, who came in to assist with coaching and then usurped the home-grown competitors."	"[{""text"": ""Ukrainians"", ""type"": ""NORP"", ""start"": 89, ""end"": 99, ""cms"": null}, {""text"": ""Bulgarian"", ""type"": ""NORP"", ""start"": 113, ""end"": 122, ""cms"": null}]"	271
2653	"

Fila are partly to blame, for making switches of nationality so negotiable, but Martinetti's frustration at Team GB's naked ambition is justified."	"[{""text"": ""Martinetti"", ""type"": ""PERSON"", ""start"": 82, ""end"": 92, ""cms"": null}, {""text"": ""Team GB's"", ""type"": ""ORG"", ""start"": 110, ""end"": 119, ""cms"": null}]"	271
2654	"

'This leaves no legacy from the Games,' he said."	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 34, ""end"": 39, ""cms"": null}]"	271
2655	'It is not good for the country.	[]	271
2656	It is totally stupid.'	[]	271
2657	He was being polite.	[]	271
2658	"

Actually, it is worse."	[]	271
2659	Put bluntly, in spirit at least, it is cheating.	[]	271
2660	"



"	[]	271
2661	"Olympic legacy is secure, says PM Cameron 200 days before the Games begin



"	"[{""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 0, ""end"": 7, ""cms"": null}, {""text"": ""Cameron"", ""type"": ""PERSON"", ""start"": 34, ""end"": 41, ""cms"": null}, {""text"": ""200 days"", ""type"": ""DATE"", ""start"": 42, ""end"": 50, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 62, ""end"": 67, ""cms"": null}]"	17
2662	The London Olympics countdown enters its final 200 days with government and organisers believing there is a legacy Britain can look forward to long after the last medal has been won and the show is over.	"[{""text"": ""London Olympics"", ""type"": ""EVENT"", ""start"": 4, ""end"": 19, ""cms"": null}, {""text"": ""its final 200 days"", ""type"": ""DATE"", ""start"": 37, ""end"": 55, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 115, ""end"": 122, ""cms"": null}]"	17
2663	"



"	[]	17
2664	On the day three more Games venues had their future ownership announced, Prime Minister David Cameron held his first cabinet meeting of the New Year at the Olympic Park in Stratford, east London.	"[{""text"": ""the day"", ""type"": ""DATE"", ""start"": 3, ""end"": 10, ""cms"": null}, {""text"": ""three"", ""type"": ""CARDINAL"", ""start"": 11, ""end"": 16, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 22, ""end"": 27, ""cms"": null}, {""text"": ""David Cameron"", ""type"": ""PERSON"", ""start"": 88, ""end"": 101, ""cms"": null}, {""text"": ""first"", ""type"": ""ORDINAL"", ""start"": 111, ""end"": 116, ""cms"": null}, {""text"": ""the New Year"", ""type"": ""EVENT"", ""start"": 136, ""end"": 148, ""cms"": null}, {""text"": ""the Olympic Park"", ""type"": ""FAC"", ""start"": 152, ""end"": 168, ""cms"": null}, {""text"": ""Stratford"", ""type"": ""GPE"", ""start"": 172, ""end"": 181, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 188, ""end"": 194, ""cms"": null}]"	17
2665	"



"	[]	17
2666	'I want the message to go out loud and clear, from tourism to business, sport to investment, we are determined to maximise the benefits of 2012 for the whole country,' Cameron said.	"[{""text"": ""2012"", ""type"": ""DATE"", ""start"": 139, ""end"": 143, ""cms"": null}, {""text"": ""Cameron"", ""type"": ""PERSON"", ""start"": 168, ""end"": 175, ""cms"": null}]"	17
2667	"



Calling the shots: Cameron leads the debate during the Cabinet meeting at the handball arena in Stratford







"	"[{""text"": ""Cameron"", ""type"": ""PERSON"", ""start"": 23, ""end"": 30, ""cms"": null}, {""text"": ""Cabinet"", ""type"": ""ORG"", ""start"": 59, ""end"": 66, ""cms"": null}, {""text"": ""Stratford"", ""type"": ""GPE"", ""start"": 100, ""end"": 109, ""cms"": null}]"	17
2668	'Today, as we mark 200 days to go, and six out of the eight Olympic venues having already secured their future, we are well on track to delivering a lasting legacy for the whole of Britain.'	"[{""text"": ""Today"", ""type"": ""DATE"", ""start"": 1, ""end"": 6, ""cms"": null}, {""text"": ""200 days"", ""type"": ""DATE"", ""start"": 19, ""end"": 27, ""cms"": null}, {""text"": ""six"", ""type"": ""CARDINAL"", ""start"": 39, ""end"": 42, ""cms"": null}, {""text"": ""eight"", ""type"": ""CARDINAL"", ""start"": 54, ""end"": 59, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""EVENT"", ""start"": 60, ""end"": 67, ""cms"": null}, {""text"": ""Britain"", ""type"": ""GPE"", ""start"": 181, ""end"": 188, ""cms"": null}]"	17
2669	"

Sporting legacy and the economic regeneration of a run-down area of east London, without the facilities becoming a drain on public finances after the Games, were central to London's successful bid in 2005 but critics have questioned how much money the government can recoup."	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 75, ""end"": 81, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 152, ""end"": 157, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 175, ""end"": 181, ""cms"": null}, {""text"": ""2005"", ""type"": ""DATE"", ""start"": 202, ""end"": 206, ""cms"": null}]"	17
2670	"



Construction giant Balfour Beatty PLC will take over the running of the Olympic Park, which includes the 115 metre high AccelorMittal Orbit feature, in a 10-year £50m deal."	"[{""text"": ""Balfour Beatty PLC"", ""type"": ""ORG"", ""start"": 23, ""end"": 41, ""cms"": null}, {""text"": ""the Olympic Park"", ""type"": ""FAC"", ""start"": 72, ""end"": 88, ""cms"": null}, {""text"": ""115 metre"", ""type"": ""QUANTITY"", ""start"": 109, ""end"": 118, ""cms"": null}, {""text"": ""AccelorMittal Orbit"", ""type"": ""PRODUCT"", ""start"": 124, ""end"": 143, ""cms"": null}, {""text"": ""10-year"", ""type"": ""DATE"", ""start"": 158, ""end"": 165, ""cms"": null}, {""text"": ""50"", ""type"": ""MONEY"", ""start"": 167, ""end"": 169, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 169, ""end"": 170, ""cms"": null}]"	17
2671	"

All aboard"	[]	17
2672	": PM Cameron and deputy Clegg board the train to Stratford and share a joke en route (below)









"	"[{""text"": ""Cameron"", ""type"": ""PERSON"", ""start"": 5, ""end"": 12, ""cms"": null}, {""text"": ""Clegg"", ""type"": ""PERSON"", ""start"": 24, ""end"": 29, ""cms"": null}, {""text"": ""Stratford"", ""type"": ""GPE"", ""start"": 49, ""end"": 58, ""cms"": null}]"	17
2673	The wave-shaped Aquatics Centre and multi-use Handball Arena will be operated by locally based Greenwich Leisure Limited.	"[{""text"": ""Aquatics Centre"", ""type"": ""FAC"", ""start"": 16, ""end"": 31, ""cms"": null}, {""text"": ""Handball Arena"", ""type"": ""FAC"", ""start"": 46, ""end"": 60, ""cms"": null}, {""text"": ""Greenwich Leisure Limited"", ""type"": ""ORG"", ""start"": 95, ""end"": 120, ""cms"": null}]"	17
2674	"



"	[]	17
2675	The new contracts will create at least 254 jobs on the Park, whose estate management and maintenance has also been secured, and means six of eight permanent venues now have a clear ownership beyond the Games.	"[{""text"": ""at least 254"", ""type"": ""CARDINAL"", ""start"": 30, ""end"": 42, ""cms"": null}, {""text"": ""Park"", ""type"": ""FAC"", ""start"": 55, ""end"": 59, ""cms"": null}, {""text"": ""six"", ""type"": ""CARDINAL"", ""start"": 134, ""end"": 137, ""cms"": null}, {""text"": ""eight"", ""type"": ""CARDINAL"", ""start"": 141, ""end"": 146, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 202, ""end"": 207, ""cms"": null}]"	17
2676	"



"	[]	17
2677	Meanwhile, The Government expects the Orbit, a landmark helter-skelter of a structure designed by artist Anish Kapoor and taller than New York's Statue of Liberty, to attract up to a million visitors a year.	"[{""text"": ""Orbit"", ""type"": ""PRODUCT"", ""start"": 38, ""end"": 43, ""cms"": null}, {""text"": ""Anish Kapoor"", ""type"": ""PERSON"", ""start"": 105, ""end"": 117, ""cms"": null}, {""text"": ""New York's"", ""type"": ""GPE"", ""start"": 134, ""end"": 144, ""cms"": null}, {""text"": ""Statue of Liberty"", ""type"": ""FAC"", ""start"": 145, ""end"": 162, ""cms"": null}, {""text"": ""up to a million"", ""type"": ""CARDINAL"", ""start"": 175, ""end"": 190, ""cms"": null}]"	17
2678	"



"	[]	17
2679	"Almost there: The Olympic Park in Stratford is nearing completion

"	"[{""text"": ""The Olympic Park"", ""type"": ""FAC"", ""start"": 14, ""end"": 30, ""cms"": null}, {""text"": ""Stratford"", ""type"": ""GPE"", ""start"": 34, ""end"": 43, ""cms"": null}]"	17
2680	They hope the Aquatics Centre could see 800,000 users a year as a local community facility accessible to all as well as remaining a venue for world class events.	"[{""text"": ""the Aquatics Centre"", ""type"": ""FAC"", ""start"": 10, ""end"": 29, ""cms"": null}, {""text"": ""800,000"", ""type"": ""CARDINAL"", ""start"": 40, ""end"": 47, ""cms"": null}]"	17
2681	"

The multi-use Arena will become the capital's third largest, hosting up to half a million visitors a year to concerts, exhibitions and sports events."	"[{""text"": ""Arena"", ""type"": ""FAC"", ""start"": 16, ""end"": 21, ""cms"": null}, {""text"": ""third"", ""type"": ""ORDINAL"", ""start"": 48, ""end"": 53, ""cms"": null}, {""text"": ""up to half a million"", ""type"": ""CARDINAL"", ""start"": 71, ""end"": 91, ""cms"": null}]"	17
2682	"

"	[]	17
2683	The remaining two venues yet to have confirmed legacy operators are the main stadium, which has cost £486m to build, and the international broadcast and press centre.	"[{""text"": ""two"", ""type"": ""CARDINAL"", ""start"": 14, ""end"": 17, ""cms"": null}, {""text"": ""486"", ""type"": ""MONEY"", ""start"": 102, ""end"": 105, ""cms"": null}, {""text"": ""m"", ""type"": ""MONEY"", ""start"": 105, ""end"": 106, ""cms"": null}]"	17
2684	"



"	[]	17
2685	'To find operators to take over these world class facilities so far ahead of the Games and to secure their commitment to spread jobs and opportunities throughout the local communities is the icing on the 2012 cake,' said London mayor Boris Johnson.	"[{""text"": ""Games"", ""type"": ""EVENT"", ""start"": 81, ""end"": 86, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 204, ""end"": 208, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 221, ""end"": 227, ""cms"": null}, {""text"": ""Boris Johnson"", ""type"": ""PERSON"", ""start"": 234, ""end"": 247, ""cms"": null}]"	17
2686	"



Final countdown: The Olympic clock in Trafalgar Square (above) while children mark the event at the British embassy in Jakarta, Indonesia (below)









"	"[{""text"": ""Trafalgar Square"", ""type"": ""FAC"", ""start"": 42, ""end"": 58, ""cms"": null}, {""text"": ""British"", ""type"": ""NORP"", ""start"": 104, ""end"": 111, ""cms"": null}, {""text"": ""Jakarta"", ""type"": ""GPE"", ""start"": 123, ""end"": 130, ""cms"": null}, {""text"": ""Indonesia"", ""type"": ""GPE"", ""start"": 132, ""end"": 141, ""cms"": null}]"	17
2687	'We can now start the run in to a fantastic year of celebration with huge pride and optimism that London will stage a great Games, delivering lasting sustainable benefits long after the athletes have departed.'	"[{""text"": ""London"", ""type"": ""GPE"", ""start"": 98, ""end"": 104, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 124, ""end"": 129, ""cms"": null}]"	17
2688	"

"	[]	17
2689	The Government has moved to calm security fears after Police carrying out tests managed to smuggle a fake bomb onto the main site.	[]	17
2690	While the Olympic Delivery Authority declined to directly comment on the incident, it said 'testing is standard practice' in all major security operations.	"[{""text"": ""the Olympic Delivery Authority"", ""type"": ""ORG"", ""start"": 6, ""end"": 36, ""cms"": null}]"	17
2691	"



"	[]	17
2692	"'Such tests have a key role in developing our capability to ensure that London 2012 is safe and secure and that we are best prepared to detect potential threats before and during the Games,"" a statement said."	"[{""text"": ""London 2012"", ""type"": ""EVENT"", ""start"": 72, ""end"": 83, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 183, ""end"": 188, ""cms"": null}]"	17
2693	"



"	[]	17
2694	'Members of the public with tickets should be reassured that such exercises are being staged to ensure their safety, our number one priority.'	"[{""text"": ""number one"", ""type"": ""CARDINAL"", ""start"": 121, ""end"": 131, ""cms"": null}]"	17
2695	"

"	[]	17
2696	Get involved: British Ambassador Mark Canning (centre) with Indonesian students in Jakarta	"[{""text"": ""British"", ""type"": ""NORP"", ""start"": 14, ""end"": 21, ""cms"": null}, {""text"": ""Mark Canning"", ""type"": ""PERSON"", ""start"": 33, ""end"": 45, ""cms"": null}, {""text"": ""Indonesian"", ""type"": ""NORP"", ""start"": 60, ""end"": 70, ""cms"": null}, {""text"": ""Jakarta"", ""type"": ""GPE"", ""start"": 83, ""end"": 90, ""cms"": null}]"	17
2697	"

"	[]	17
2698	And organisers are still grappling with yet another ticketing problem.	[]	17
2699	A limited ticket sale has been suspended indefinitely after computer problems kept causing trouble for buyers.	[]	17
2700	"



The tickets came from customers who decided to submit them for resale, but the online system did not work properly and sales remained suspended Monday"	"[{""text"": ""Monday"", ""type"": ""DATE"", ""start"": 148, ""end"": 154, ""cms"": null}]"	17
2701	", a spokeswoman for the organising committee said.

"	[]	17
2702	"Fourth man arrested in Olympic stadium spy probe

"	"[{""text"": ""Fourth"", ""type"": ""ORDINAL"", ""start"": 0, ""end"": 6, ""cms"": null}, {""text"": ""Olympic stadium"", ""type"": ""FAC"", ""start"": 23, ""end"": 38, ""cms"": null}]"	36
2703	A fourth suspect was arrested on Wednesday by detectives investigating allegations that Tottenham Hotspur spied on Olympic officials during its stadium bid.	"[{""text"": ""fourth"", ""type"": ""ORDINAL"", ""start"": 2, ""end"": 8, ""cms"": null}, {""text"": ""Wednesday"", ""type"": ""DATE"", ""start"": 33, ""end"": 42, ""cms"": null}, {""text"": ""Tottenham Hotspur"", ""type"": ""ORG"", ""start"": 88, ""end"": 105, ""cms"": null}, {""text"": ""Olympic"", ""type"": ""ORG"", ""start"": 115, ""end"": 122, ""cms"": null}]"	36
2704	"

Scotland Yard said a 45-year-old man was being held at a south London police station after his property was searched."	"[{""text"": ""Scotland Yard"", ""type"": ""ORG"", ""start"": 2, ""end"": 15, ""cms"": null}, {""text"": ""45-year-old"", ""type"": ""DATE"", ""start"": 23, ""end"": 34, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 65, ""end"": 71, ""cms"": null}]"	36
2705	"

The investigation surrounds allegations by West Ham United and the Olympic Park Legacy Company 'in respect of the unlawful obtaining of information', the force said."	"[{""text"": ""West Ham United"", ""type"": ""ORG"", ""start"": 45, ""end"": 60, ""cms"": null}, {""text"": ""the Olympic Park Legacy Company"", ""type"": ""ORG"", ""start"": 65, ""end"": 96, ""cms"": null}]"	36
2706	"

Sources said an 'amount of material was seized' during the search."	[]	36
2707	"

Three other men, aged 29, 39 and 57, have been arrested in recent months during the inquiry by the Metropolitan Police’s Economic and Specialist Crime Command."	"[{""text"": ""Three"", ""type"": ""CARDINAL"", ""start"": 2, ""end"": 7, ""cms"": null}, {""text"": ""29"", ""type"": ""DATE"", ""start"": 24, ""end"": 26, ""cms"": null}, {""text"": ""39"", ""type"": ""DATE"", ""start"": 28, ""end"": 30, ""cms"": null}, {""text"": ""57"", ""type"": ""DATE"", ""start"": 35, ""end"": 37, ""cms"": null}, {""text"": ""recent months"", ""type"": ""DATE"", ""start"": 61, ""end"": 74, ""cms"": null}, {""text"": ""the Metropolitan Police\u2019s"", ""type"": ""ORG"", ""start"": 97, ""end"": 122, ""cms"": null}, {""text"": ""Economic and Specialist Crime Command"", ""type"": ""ORG"", ""start"": 123, ""end"": 160, ""cms"": null}]"	36
2708	"

"	[]	36
2709	Arrest:	[]	36
2710	"Police have made a fourth arrest in connection with spying

"	"[{""text"": ""fourth"", ""type"": ""ORDINAL"", ""start"": 19, ""end"": 25, ""cms"": null}]"	36
2711	Olympic Park Legacy Company (OPLC) chairwoman Baroness Ford claimed in November that the north London football club had all 14 members of her board monitored by private investigators.	"[{""text"": ""Olympic Park Legacy Company"", ""type"": ""ORG"", ""start"": 0, ""end"": 27, ""cms"": null}, {""text"": ""OPLC"", ""type"": ""ORG"", ""start"": 29, ""end"": 33, ""cms"": null}, {""text"": ""Baroness Ford"", ""type"": ""PERSON"", ""start"": 46, ""end"": 59, ""cms"": null}, {""text"": ""November"", ""type"": ""DATE"", ""start"": 71, ""end"": 79, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 95, ""end"": 101, ""cms"": null}, {""text"": ""all 14"", ""type"": ""CARDINAL"", ""start"": 120, ""end"": 126, ""cms"": null}]"	36
2712	"

Spurs deny putting officials under surveillance."	[]	36
2713	"

A deal with West Ham and Newham Council to use the stadium in Stratford, east London, after the 2012 Games collapsed in October last year, with the Government announcing that the stadium would remain in public ownership."	"[{""text"": ""West Ham"", ""type"": ""ORG"", ""start"": 14, ""end"": 22, ""cms"": null}, {""text"": ""Newham Council"", ""type"": ""ORG"", ""start"": 27, ""end"": 41, ""cms"": null}, {""text"": ""Stratford"", ""type"": ""GPE"", ""start"": 64, ""end"": 73, ""cms"": null}, {""text"": ""London"", ""type"": ""GPE"", ""start"": 80, ""end"": 86, ""cms"": null}, {""text"": ""2012"", ""type"": ""DATE"", ""start"": 98, ""end"": 102, ""cms"": null}, {""text"": ""Games"", ""type"": ""EVENT"", ""start"": 103, ""end"": 108, ""cms"": null}, {""text"": ""October last year"", ""type"": ""DATE"", ""start"": 122, ""end"": 139, ""cms"": null}]"	36
